shipment_id,delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,origin_warehouse_id,weather_condition,delayed,distance_km,package_weight_kg,departure_date,expected_delivery_date,actual_delivery_date,carrier_sla_met,delivery_status,delivery_rating,delivery_cost
SHP-17747,7747.0,amazon logistics,automobile parts,bike,standard,central,WH_NAGPUR_C,stormy,no,165.1,36.44,2024-07-07 06:00:00,2024-07-07 11:40:12,2024-07-07 11:24:00,1,delivered,3,934.82
SHP-17748,7748.0,blue dart,pharmacy,van,two day,central,WH_NAGPUR_C,cold,no,261.0,3.34,2024-07-08 09:00:00,2024-07-08 16:48:00,2024-07-08 18:11:24,1,delivered,4,1315.02
SHP-17749,7749.0,shadowfax,groceries,scooter,two day,east,WH_KOLKATA_E,foggy,no,266.9,14.13,2024-07-09 12:00:00,2024-07-09 19:55:48,2024-07-09 19:04:48,1,delivered,5,1376.89
SHP-17750,7750.0,ecom express,pharmacy,bike,express,north,WH_DELHI_N,foggy,yes,56.9,47.08,2024-07-10 15:00:00,2024-07-10 18:15:36,2024-07-11 13:40:48,0,delayed,3,475.74
SHP-17751,7751.0,shadowfax,clothing,bike,two day,central,WH_NAGPUR_C,foggy,no,51.6,8.12,2024-07-11 18:00:00,2024-07-11 21:09:00,2024-07-11 21:27:00,1,delivered,5,282.36
SHP-17752,7752.0,dhl,fragile items,truck,standard,west,WH_MUMBAI_W,clear,no,42.3,45.46,2024-07-12 21:00:00,2024-07-12 23:56:24,2024-07-12 23:58:48,1,delivered,4,347.88
SHP-17753,7753.0,blue dart,furniture,ev bike,two day,east,WH_KOLKATA_E,hot,no,71.0,0.67,2024-07-13 00:00:00,2024-07-13 03:34:48,2024-07-13 02:38:24,1,delivered,3,356.83
SHP-17754,7754.0,delhivery,clothing,truck,standard,west,WH_MUMBAI_W,clear,no,96.6,27.61,2024-07-14 03:00:00,2024-07-14 07:09:00,2024-07-14 08:37:12,1,delivered,4,565.83
SHP-17755,7755.0,blue dart,groceries,scooter,standard,north,WH_DELHI_N,hot,no,218.6,42.64,2024-07-15 06:00:00,2024-07-15 12:51:36,2024-07-15 12:17:24,1,delivered,5,1220.92
SHP-17756,7756.0,ecom express,documents,van,standard,north,WH_DELHI_N,stormy,no,46.4,47.22,2024-07-16 09:00:00,2024-07-16 12:01:48,2024-07-16 11:57:36,1,delivered,5,373.66
SHP-17757,7757.0,blue dart,groceries,ev van,standard,east,WH_KOLKATA_E,clear,no,65.9,22.33,2024-07-17 12:00:00,2024-07-17 15:27:36,2024-07-17 16:10:12,1,delivered,5,396.49
SHP-17758,7758.0,delhivery,electronics,ev van,standard,south,WH_BLR_S,clear,no,113.9,48.26,2024-07-18 15:00:00,2024-07-18 19:31:48,2024-07-18 19:16:12,1,delivered,4,714.28
SHP-17759,7759.0,amazon logistics,electronics,bike,express,north,WH_DELHI_N,clear,no,8.0,48.77,2024-07-19 18:00:00,2024-07-19 20:10:48,2024-07-19 20:40:12,1,delivered,4,236.31
SHP-17760,7760.0,dhl,groceries,truck,express,south,WH_BLR_S,cold,yes,76.3,11.76,2024-07-20 21:00:00,2024-07-21 00:42:00,2024-07-21 16:35:24,0,failed,1,466.78
SHP-17761,7761.0,dhl,documents,truck,express,east,WH_KOLKATA_E,clear,yes,139.9,2.72,2024-07-21 00:00:00,2024-07-21 05:06:36,2024-07-22 04:12:36,0,delayed,3,757.66
SHP-17762,7762.0,xpressbees,automobile parts,van,two day,north,WH_DELHI_N,cold,no,167.4,35.24,2024-07-22 03:00:00,2024-07-22 08:43:12,2024-07-22 08:43:12,1,delivered,4,942.72
SHP-17763,7763.0,fedex,documents,van,same day,west,WH_MUMBAI_W,clear,no,190.7,21.15,2024-07-23 06:00:00,2024-07-23 12:14:24,2024-07-23 12:26:24,1,delivered,4,1116.95
SHP-17764,7764.0,ecom express,documents,ev bike,standard,north,WH_DELHI_N,stormy,no,118.3,33.65,2024-07-24 09:00:00,2024-07-24 13:37:48,2024-07-24 13:54:00,1,delivered,3,692.45
SHP-17765,7765.0,fedex,automobile parts,ev van,standard,west,WH_MUMBAI_W,stormy,no,169.2,1.48,2024-07-25 12:00:00,2024-07-25 17:45:36,2024-07-25 18:38:24,1,delivered,4,850.44
SHP-17766,7766.0,xpressbees,fragile items,scooter,two day,south,WH_BLR_S,hot,no,258.0,5.81,2024-07-26 15:00:00,2024-07-26 22:43:48,2024-07-26 22:35:24,1,delivered,5,1307.43
SHP-17767,7767.0,amazon logistics,electronics,ev van,express,north,WH_DELHI_N,foggy,yes,217.9,28.31,2024-07-27 18:00:00,2024-07-28 00:50:24,2024-07-28 19:42:36,0,delayed,2,1224.43
SHP-17768,7768.0,fedex,electronics,ev van,two day,east,WH_KOLKATA_E,rainy,no,172.8,14.18,2024-07-28 21:00:00,2024-07-29 02:50:24,2024-07-29 03:02:24,1,delivered,5,906.54
SHP-17769,7769.0,ekart,electronics,bike,two day,west,WH_MUMBAI_W,rainy,no,233.2,21.14,2024-07-29 00:00:00,2024-07-29 07:10:48,2024-07-29 08:07:12,1,delivered,4,1229.42
SHP-17770,7770.0,ecom express,furniture,scooter,two day,central,WH_NAGPUR_C,clear,no,88.7,22.72,2024-07-30 03:00:00,2024-07-30 06:58:12,2024-07-30 07:09:36,1,delivered,5,511.66
SHP-17771,7771.0,ekart,pharmacy,van,standard,east,WH_KOLKATA_E,cold,no,287.1,31.75,2024-07-31 06:00:00,2024-07-31 14:22:48,2024-07-31 15:49:48,1,delivered,3,1530.75
SHP-17772,7772.0,delhivery,groceries,truck,two day,central,WH_NAGPUR_C,clear,no,207.2,24.42,2024-08-01 09:00:00,2024-08-01 15:36:00,2024-08-01 16:18:36,1,delivered,3,1109.26
SHP-17773,7773.0,shadowfax,electronics,scooter,two day,east,WH_KOLKATA_E,stormy,no,201.8,40.03,2024-08-02 12:00:00,2024-08-02 18:28:48,2024-08-02 17:36:36,1,delivered,5,1129.09
SHP-17774,7774.0,ecom express,clothing,van,two day,central,WH_NAGPUR_C,stormy,no,235.8,4.16,2024-08-03 15:00:00,2024-08-03 22:14:24,2024-08-03 21:46:12,1,delivered,5,1191.48
SHP-17775,7775.0,delhivery,pharmacy,bike,same day,south,WH_BLR_S,rainy,no,3.6,4.78,2024-08-04 18:00:00,2024-08-04 20:04:48,2024-08-04 21:40:12,1,delivered,4,125.34
SHP-17776,7776.0,amazon logistics,groceries,bike,standard,west,WH_MUMBAI_W,rainy,no,43.3,27.37,2024-08-05 21:00:00,2024-08-05 23:57:36,2024-08-06 00:39:00,1,delivered,4,298.61
SHP-17777,7777.0,amazon logistics,clothing,van,express,south,WH_BLR_S,stormy,yes,172.4,42.26,2024-08-06 00:00:00,2024-08-06 05:49:48,2024-08-06 14:59:24,0,delayed,3,1038.78
SHP-17778,7778.0,ecom express,pharmacy,truck,express,north,WH_DELHI_N,hot,no,182.7,41.77,2024-08-07 03:00:00,2024-08-07 09:03:36,2024-08-07 08:57:00,1,delivered,3,1088.81
SHP-17779,7779.0,dhl,pharmacy,van,express,north,WH_DELHI_N,foggy,yes,269.2,12.92,2024-08-08 06:00:00,2024-08-08 13:58:48,2024-08-09 05:31:48,0,delayed,3,1434.76
SHP-17780,7780.0,ekart,furniture,van,express,east,WH_KOLKATA_E,hot,yes,160.1,38.42,2024-08-09 09:00:00,2024-08-09 14:33:36,2024-08-09 23:32:24,0,delayed,3,965.76
SHP-17781,7781.0,fedex,automobile parts,van,two day,north,WH_DELHI_N,stormy,no,81.2,17.5,2024-08-10 12:00:00,2024-08-10 15:48:00,2024-08-10 16:43:48,1,delivered,4,458.5
SHP-17782,7782.0,blue dart,fragile items,truck,express,west,WH_MUMBAI_W,cold,yes,147.3,28.2,2024-08-11 15:00:00,2024-08-11 20:16:12,2024-08-12 07:49:48,0,delayed,3,871.1
SHP-17783,7783.0,amazon logistics,electronics,ev bike,express,north,WH_DELHI_N,rainy,yes,95.3,4.56,2024-08-12 18:00:00,2024-08-12 22:07:12,2024-08-13 17:58:48,0,delayed,2,540.18
SHP-17784,7784.0,shadowfax,automobile parts,truck,express,central,WH_NAGPUR_C,hot,yes,204.4,17.7,2024-08-13 21:00:00,2024-08-14 03:32:24,2024-08-14 14:25:48,0,delayed,3,1125.1
SHP-17785,7785.0,fedex,electronics,bike,same day,south,WH_BLR_S,foggy,yes,184.0,46.14,2024-08-14 00:00:00,2024-08-14 06:05:24,2024-08-15 01:34:12,0,failed,1,1158.42
SHP-17786,7786.0,fedex,furniture,bike,express,east,WH_KOLKATA_E,stormy,yes,57.6,31.69,2024-08-15 03:00:00,2024-08-15 06:16:48,2024-08-15 20:36:00,0,delayed,2,433.07
SHP-17787,7787.0,xpressbees,automobile parts,van,two day,west,WH_MUMBAI_W,foggy,no,112.0,16.74,2024-08-16 06:00:00,2024-08-16 10:29:24,2024-08-16 10:22:48,1,delivered,3,610.22
SHP-17788,7788.0,fedex,automobile parts,scooter,two day,west,WH_MUMBAI_W,foggy,no,203.4,18.47,2024-08-17 09:00:00,2024-08-17 15:31:12,2024-08-17 17:11:24,1,delivered,3,1072.41
SHP-17789,7789.0,amazon logistics,electronics,truck,express,central,WH_NAGPUR_C,hot,no,283.3,2.44,2024-08-18 12:00:00,2024-08-18 20:18:00,2024-08-18 22:17:24,1,delivered,4,1473.82
SHP-17790,7790.0,ecom express,electronics,ev bike,express,central,WH_NAGPUR_C,cold,yes,119.3,12.04,2024-08-19 15:00:00,2024-08-19 19:39:00,2024-08-20 20:28:48,0,delayed,3,682.62
SHP-17791,7791.0,ecom express,documents,scooter,two day,south,WH_BLR_S,foggy,no,216.9,33.81,2024-08-20 18:00:00,2024-08-21 00:49:12,2024-08-21 01:48:00,1,delivered,5,1185.93
SHP-17792,7792.0,shadowfax,documents,van,two day,west,WH_MUMBAI_W,rainy,no,127.1,8.93,2024-08-21 21:00:00,2024-08-22 01:49:12,2024-08-22 03:01:12,1,delivered,5,662.29
SHP-17793,7793.0,xpressbees,documents,scooter,two day,west,WH_MUMBAI_W,foggy,no,114.8,5.0,2024-08-22 00:00:00,2024-08-22 04:33:00,2024-08-22 04:43:12,1,delivered,4,589.0
SHP-17794,7794.0,ekart,groceries,van,standard,west,WH_MUMBAI_W,rainy,no,190.3,27.77,2024-08-23 03:00:00,2024-08-23 09:13:48,2024-08-23 09:31:48,1,delivered,3,1034.81
SHP-17795,7795.0,delhivery,documents,van,standard,south,WH_BLR_S,stormy,no,288.2,24.46,2024-08-24 06:00:00,2024-08-24 14:24:00,2024-08-24 13:50:24,1,delivered,4,1514.38
SHP-17796,7796.0,dhl,pharmacy,bike,same day,central,WH_NAGPUR_C,stormy,no,97.2,2.45,2024-08-25 09:00:00,2024-08-25 13:09:36,2024-08-25 14:37:48,1,delivered,5,593.35
SHP-17797,7797.0,amazon logistics,fragile items,truck,express,south,WH_BLR_S,foggy,yes,133.7,48.13,2024-08-26 12:00:00,2024-08-26 16:58:12,2024-08-27 11:59:24,0,delayed,3,862.89
SHP-17798,7798.0,blue dart,furniture,scooter,express,west,WH_MUMBAI_W,cold,no,17.1,38.35,2024-08-27 15:00:00,2024-08-27 17:22:48,2024-08-27 17:24:36,1,delivered,3,250.55
SHP-17799,7799.0,fedex,documents,ev bike,standard,central,WH_NAGPUR_C,rainy,no,189.2,32.32,2024-08-28 18:00:00,2024-08-29 00:12:00,2024-08-28 23:40:12,1,delivered,3,1042.96
SHP-17800,7800.0,blue dart,pharmacy,ev bike,two day,north,WH_DELHI_N,clear,no,113.2,25.06,2024-08-29 21:00:00,2024-08-30 01:31:12,2024-08-30 01:18:36,1,delivered,3,641.18
SHP-17801,7801.0,dhl,pharmacy,scooter,standard,east,WH_KOLKATA_E,hot,no,36.8,31.45,2024-08-30 00:00:00,2024-08-30 02:49:12,2024-08-30 02:34:48,1,delivered,4,278.35
SHP-17802,7802.0,blue dart,automobile parts,ev van,same day,central,WH_NAGPUR_C,cold,no,186.3,22.0,2024-08-31 03:00:00,2024-08-31 09:08:24,2024-08-31 09:58:48,1,delivered,4,1097.5
SHP-17803,7803.0,xpressbees,automobile parts,bike,two day,north,WH_DELHI_N,clear,no,204.3,11.99,2024-09-01 06:00:00,2024-09-01 12:32:24,2024-09-01 14:22:48,1,delivered,3,1057.47
SHP-17804,7804.0,amazon logistics,documents,truck,standard,central,WH_NAGPUR_C,foggy,no,38.0,35.25,2024-09-02 09:00:00,2024-09-02 11:50:24,2024-09-02 10:59:24,1,delivered,5,295.75
SHP-17805,7805.0,xpressbees,automobile parts,ev bike,same day,central,WH_NAGPUR_C,stormy,yes,180.2,48.76,2024-09-03 12:00:00,2024-09-03 18:00:00,2024-09-04 09:48:36,0,delayed,2,1147.28
SHP-17806,7806.0,xpressbees,fragile items,truck,two day,south,WH_BLR_S,stormy,no,253.4,23.82,2024-09-04 15:00:00,2024-09-04 22:37:48,2024-09-04 22:28:48,1,delivered,3,1338.46
SHP-17807,7807.0,ekart,clothing,truck,express,west,WH_MUMBAI_W,cold,yes,162.9,47.79,2024-09-05 18:00:00,2024-09-05 23:37:12,2024-09-06 13:09:00,0,delayed,3,1007.87
SHP-17808,7808.0,fedex,pharmacy,van,express,central,WH_NAGPUR_C,hot,no,239.2,18.06,2024-09-06 21:00:00,2024-09-07 04:19:12,2024-09-07 04:10:48,1,delivered,4,1300.18
SHP-17809,7809.0,delhivery,clothing,bike,same day,south,WH_BLR_S,cold,no,148.2,14.27,2024-09-07 00:00:00,2024-09-07 05:17:24,2024-09-07 05:06:00,1,delivered,3,883.81
SHP-17810,7810.0,dhl,furniture,ev bike,two day,north,WH_DELHI_N,stormy,no,70.5,45.77,2024-09-08 03:00:00,2024-09-08 06:34:12,2024-09-08 06:00:00,1,delivered,4,489.81
SHP-17811,7811.0,fedex,electronics,ev van,same day,south,WH_BLR_S,rainy,no,47.2,31.52,2024-09-09 06:00:00,2024-09-09 09:03:00,2024-09-09 09:47:24,1,delivered,5,430.56
SHP-17812,7812.0,xpressbees,documents,ev bike,standard,central,WH_NAGPUR_C,cold,no,69.9,22.93,2024-09-10 09:00:00,2024-09-10 12:33:00,2024-09-10 12:03:36,1,delivered,5,418.29
SHP-17813,7813.0,delhivery,pharmacy,bike,same day,central,WH_NAGPUR_C,foggy,yes,192.8,2.08,2024-09-11 12:00:00,2024-09-11 18:16:48,2024-09-12 08:51:36,0,failed,1,1070.24
SHP-17814,7814.0,amazon logistics,documents,scooter,standard,central,WH_NAGPUR_C,rainy,no,88.3,27.6,2024-09-12 15:00:00,2024-09-12 18:57:36,2024-09-12 18:01:12,1,delivered,5,524.3
SHP-17815,7815.0,fedex,electronics,ev bike,two day,east,WH_KOLKATA_E,hot,no,164.5,17.99,2024-09-13 18:00:00,2024-09-13 23:39:36,2024-09-13 22:42:36,1,delivered,4,876.47
SHP-17816,7816.0,amazon logistics,groceries,ev bike,express,south,WH_BLR_S,hot,no,241.3,39.36,2024-09-14 21:00:00,2024-09-15 04:21:36,2024-09-15 04:55:12,1,delivered,4,1374.58
SHP-17817,7817.0,fedex,furniture,van,same day,west,WH_MUMBAI_W,hot,no,30.5,17.96,2024-09-15 00:00:00,2024-09-15 02:40:48,2024-09-15 03:46:12,1,delivered,3,306.38
SHP-17818,7818.0,fedex,cosmetics,scooter,same day,central,WH_NAGPUR_C,stormy,no,36.1,46.64,2024-09-16 03:00:00,2024-09-16 05:48:00,2024-09-16 07:37:48,1,delivered,4,420.42
SHP-17819,7819.0,xpressbees,clothing,van,express,central,WH_NAGPUR_C,hot,no,221.2,44.57,2024-09-17 06:00:00,2024-09-17 12:55:12,2024-09-17 12:27:00,1,delivered,4,1289.71
SHP-17820,7820.0,amazon logistics,furniture,bike,two day,north,WH_DELHI_N,hot,no,10.0,34.53,2024-09-18 09:00:00,2024-09-18 11:13:12,2024-09-18 10:31:48,1,delivered,4,153.59
SHP-17821,7821.0,blue dart,clothing,bike,two day,west,WH_MUMBAI_W,rainy,no,62.9,27.15,2024-09-19 12:00:00,2024-09-19 15:24:00,2024-09-19 14:33:00,1,delivered,3,395.95
SHP-17822,7822.0,fedex,clothing,bike,same day,central,WH_NAGPUR_C,cold,no,130.2,32.76,2024-09-20 15:00:00,2024-09-20 19:53:24,2024-09-20 20:12:00,1,delivered,5,849.28
SHP-17823,7823.0,delhivery,clothing,ev bike,two day,north,WH_DELHI_N,stormy,no,290.3,31.37,2024-09-21 18:00:00,2024-09-22 02:27:00,2024-09-22 03:19:12,1,delivered,4,1545.61
SHP-17824,7824.0,fedex,cosmetics,bike,standard,west,WH_MUMBAI_W,foggy,no,157.7,44.81,2024-09-22 21:00:00,2024-09-23 02:30:00,2024-09-23 04:01:48,1,delivered,5,922.93
SHP-17825,7825.0,amazon logistics,automobile parts,truck,standard,west,WH_MUMBAI_W,foggy,no,43.6,11.77,2024-09-23 00:00:00,2024-09-23 02:58:12,2024-09-23 04:01:12,1,delivered,3,253.31
SHP-17826,7826.0,amazon logistics,pharmacy,scooter,express,east,WH_KOLKATA_E,clear,yes,175.5,10.5,2024-09-24 03:00:00,2024-09-24 08:54:00,2024-09-24 22:50:24,0,delayed,3,959.0
SHP-17827,7827.0,ekart,groceries,ev bike,standard,west,WH_MUMBAI_W,foggy,no,113.5,33.83,2024-09-25 06:00:00,2024-09-25 10:31:12,2024-09-25 12:15:00,1,delivered,5,668.99
SHP-17828,7828.0,dhl,automobile parts,bike,express,central,WH_NAGPUR_C,hot,yes,18.4,49.52,2024-09-26 09:00:00,2024-09-26 11:24:36,2024-09-27 02:22:12,0,failed,1,291.16
SHP-17829,7829.0,fedex,furniture,ev van,standard,west,WH_MUMBAI_W,cold,no,151.7,8.71,2024-09-27 12:00:00,2024-09-27 17:22:12,2024-09-27 19:15:00,1,delivered,4,784.63
SHP-17830,7830.0,dhl,furniture,bike,express,north,WH_DELHI_N,clear,no,191.1,42.29,2024-09-28 15:00:00,2024-09-28 21:15:00,2024-09-28 22:27:00,1,delivered,5,1132.37
SHP-17831,7831.0,blue dart,pharmacy,ev van,standard,east,WH_KOLKATA_E,hot,no,288.2,44.96,2024-07-01 18:00:00,2024-07-02 02:24:00,2024-07-02 03:39:00,1,delivered,5,1575.88
SHP-17832,7832.0,ekart,pharmacy,bike,express,east,WH_KOLKATA_E,rainy,yes,217.9,31.36,2024-07-02 21:00:00,2024-07-03 03:50:24,2024-07-03 17:03:36,0,failed,1,1233.58
SHP-17833,7833.0,dhl,furniture,bike,express,south,WH_BLR_S,clear,yes,234.4,32.68,2024-07-03 00:00:00,2024-07-03 07:12:36,2024-07-03 23:22:12,0,delayed,3,1320.04
SHP-17834,7834.0,fedex,furniture,bike,express,west,WH_MUMBAI_W,stormy,yes,273.7,35.1,2024-07-04 03:00:00,2024-07-04 11:04:48,2024-07-05 07:26:24,0,delayed,3,1523.8
SHP-17835,7835.0,ecom express,documents,ev bike,two day,east,WH_KOLKATA_E,clear,no,97.7,35.57,2024-07-05 06:00:00,2024-07-05 10:10:12,2024-07-05 11:36:36,1,delivered,3,595.21
SHP-17836,7836.0,fedex,cosmetics,van,same day,north,WH_DELHI_N,rainy,yes,170.1,3.4,2024-07-06 09:00:00,2024-07-06 14:46:48,2024-07-06 23:55:12,0,delayed,2,960.7
SHP-17837,7837.0,dhl,cosmetics,van,standard,west,WH_MUMBAI_W,rainy,no,291.4,48.12,2024-07-07 12:00:00,2024-07-07 20:28:48,2024-07-07 19:33:00,1,delivered,4,1601.36
SHP-17838,7838.0,shadowfax,groceries,ev bike,same day,north,WH_DELHI_N,cold,no,166.3,27.63,2024-07-08 15:00:00,2024-07-08 20:42:00,2024-07-08 22:05:24,1,delivered,5,1014.39
SHP-17839,7839.0,xpressbees,cosmetics,scooter,two day,central,WH_NAGPUR_C,clear,no,40.1,15.61,2024-07-09 18:00:00,2024-07-09 20:53:24,2024-07-09 21:41:24,1,delivered,5,247.33
SHP-17840,7840.0,dhl,clothing,truck,standard,west,WH_MUMBAI_W,rainy,no,287.5,21.71,2024-07-10 21:00:00,2024-07-11 05:23:24,2024-07-11 06:31:12,1,delivered,5,1502.63
SHP-17841,7841.0,fedex,groceries,scooter,standard,central,WH_NAGPUR_C,cold,no,106.5,18.02,2024-07-11 00:00:00,2024-07-11 04:22:12,2024-07-11 04:16:48,1,delivered,4,586.56
SHP-17842,7842.0,blue dart,automobile parts,bike,two day,south,WH_BLR_S,rainy,no,76.4,21.3,2024-07-12 03:00:00,2024-07-12 06:42:00,2024-07-12 07:13:48,1,delivered,4,445.9
SHP-17843,7843.0,amazon logistics,cosmetics,ev van,standard,south,WH_BLR_S,rainy,no,189.5,41.09,2024-07-13 06:00:00,2024-07-13 12:12:36,2024-07-13 13:27:00,1,delivered,4,1070.77
SHP-17844,7844.0,amazon logistics,cosmetics,van,two day,east,WH_KOLKATA_E,hot,no,106.4,26.38,2024-07-14 09:00:00,2024-07-14 13:21:36,2024-07-14 13:45:00,1,delivered,3,611.14
SHP-17845,7845.0,blue dart,fragile items,ev van,express,central,WH_NAGPUR_C,clear,no,124.0,6.73,2024-07-15 12:00:00,2024-07-15 16:45:36,2024-07-15 17:33:36,1,delivered,5,690.19
SHP-17846,7846.0,dhl,pharmacy,van,two day,west,WH_MUMBAI_W,clear,no,65.5,23.03,2024-07-16 15:00:00,2024-07-16 18:27:36,2024-07-16 19:49:12,1,delivered,5,396.59
SHP-17847,7847.0,ekart,pharmacy,ev van,same day,east,WH_KOLKATA_E,foggy,no,12.3,7.46,2024-07-17 18:00:00,2024-07-17 20:16:12,2024-07-17 19:55:12,1,delivered,5,183.88
SHP-17848,7848.0,ecom express,furniture,scooter,two day,south,WH_BLR_S,stormy,no,22.8,2.28,2024-07-18 21:00:00,2024-07-18 23:30:36,2024-07-18 22:42:00,1,delivered,4,120.84
SHP-17849,7849.0,delhivery,fragile items,truck,two day,west,WH_MUMBAI_W,clear,no,83.8,18.13,2024-07-19 00:00:00,2024-07-19 03:51:36,2024-07-19 04:27:36,1,delivered,4,473.39
SHP-17850,7850.0,blue dart,cosmetics,van,same day,south,WH_BLR_S,clear,no,127.4,48.15,2024-07-20 03:00:00,2024-07-20 07:49:48,2024-07-20 07:01:12,1,delivered,3,881.45
SHP-17851,7851.0,ekart,furniture,ev van,standard,north,WH_DELHI_N,clear,no,248.1,10.64,2024-07-21 06:00:00,2024-07-21 13:30:36,2024-07-21 14:48:36,1,delivered,4,1272.42
SHP-17852,7852.0,shadowfax,clothing,van,two day,south,WH_BLR_S,hot,no,65.1,25.87,2024-07-22 09:00:00,2024-07-22 12:27:00,2024-07-22 13:36:00,1,delivered,4,403.11
SHP-17853,7853.0,ekart,fragile items,ev bike,standard,south,WH_BLR_S,hot,no,196.7,10.5,2024-07-23 12:00:00,2024-07-23 18:22:12,2024-07-23 20:01:12,1,delivered,4,1015.0
SHP-17854,7854.0,fedex,documents,van,express,north,WH_DELHI_N,foggy,yes,277.9,10.1,2024-07-24 15:00:00,2024-07-24 23:10:48,2024-07-25 07:18:00,0,failed,1,1469.8
SHP-17855,7855.0,xpressbees,groceries,van,express,south,WH_BLR_S,clear,no,122.5,8.69,2024-07-25 18:00:00,2024-07-25 22:43:12,2024-07-25 22:28:48,1,delivered,5,688.57
SHP-17856,7856.0,amazon logistics,clothing,ev bike,express,west,WH_MUMBAI_W,hot,no,293.7,40.42,2024-07-26 21:00:00,2024-07-27 05:31:48,2024-07-27 06:57:00,1,delivered,4,1632.7206
SHP-17857,7857.0,delhivery,clothing,truck,standard,south,WH_BLR_S,hot,no,191.6,32.24,2024-07-27 00:00:00,2024-07-27 06:15:36,2024-07-27 05:45:36,1,delivered,4,1054.72
SHP-17858,7858.0,blue dart,clothing,van,two day,north,WH_DELHI_N,clear,no,287.2,20.42,2024-07-28 03:00:00,2024-07-28 11:22:48,2024-07-28 12:28:48,1,delivered,5,1497.26
SHP-17859,7859.0,delhivery,electronics,bike,express,south,WH_BLR_S,hot,yes,89.2,1.91,2024-07-29 06:00:00,2024-07-29 09:58:48,2024-07-29 23:16:12,0,delayed,2,501.73
SHP-17860,7860.0,ecom express,electronics,bike,two day,central,WH_NAGPUR_C,cold,no,196.8,9.84,2024-07-30 09:00:00,2024-07-30 15:22:12,2024-07-30 15:20:24,1,delivered,4,1013.52
SHP-17861,7861.0,shadowfax,documents,truck,standard,central,WH_NAGPUR_C,hot,no,48.5,7.53,2024-07-31 12:00:00,2024-07-31 15:04:48,2024-07-31 15:45:00,1,delivered,5,265.09
SHP-17862,7862.0,fedex,cosmetics,bike,express,north,WH_DELHI_N,foggy,yes,274.1,49.41,2024-08-01 15:00:00,2024-08-01 23:05:24,2024-08-02 10:42:36,0,delayed,3,1568.73
SHP-17863,7863.0,amazon logistics,fragile items,truck,same day,north,WH_DELHI_N,rainy,yes,102.0,25.77,2024-08-02 18:00:00,2024-08-02 22:16:12,2024-08-03 16:52:12,0,delayed,2,687.31
SHP-17864,7864.0,shadowfax,documents,ev van,two day,south,WH_BLR_S,foggy,no,48.4,1.93,2024-08-03 21:00:00,2024-08-04 00:04:48,2024-08-04 02:03:00,1,delivered,5,247.79
SHP-17865,7865.0,ekart,groceries,ev bike,same day,north,WH_DELHI_N,foggy,no,159.3,44.22,2024-08-04 00:00:00,2024-08-04 05:32:24,2024-08-04 04:48:36,1,delivered,3,1029.16
SHP-17866,7866.0,fedex,fragile items,ev bike,same day,central,WH_NAGPUR_C,rainy,no,51.0,31.98,2024-08-05 03:00:00,2024-08-05 06:07:48,2024-08-05 05:30:36,1,delivered,3,450.94
SHP-17867,7867.0,xpressbees,cosmetics,scooter,two day,north,WH_DELHI_N,cold,no,84.7,45.36,2024-08-06 06:00:00,2024-08-06 09:52:48,2024-08-06 11:21:36,1,delivered,4,559.58
SHP-17868,7868.0,delhivery,automobile parts,truck,express,north,WH_DELHI_N,clear,yes,115.1,7.05,2024-08-07 09:00:00,2024-08-07 13:33:36,2024-08-08 05:10:12,0,failed,1,646.65
SHP-17869,7869.0,shadowfax,groceries,scooter,two day,south,WH_BLR_S,rainy,no,44.9,12.5,2024-08-08 12:00:00,2024-08-08 15:00:00,2024-08-08 16:08:24,1,delivered,4,262.0
SHP-17870,7870.0,fedex,clothing,ev van,two day,east,WH_KOLKATA_E,clear,no,13.1,44.93,2024-08-09 15:00:00,2024-08-09 17:17:24,2024-08-09 18:53:24,1,delivered,3,200.29
SHP-17871,7871.0,delhivery,clothing,bike,two day,north,WH_DELHI_N,stormy,no,113.1,20.92,2024-08-10 18:00:00,2024-08-10 22:30:36,2024-08-10 21:38:24,1,delivered,5,628.26
SHP-17872,7872.0,ekart,cosmetics,truck,same day,south,WH_BLR_S,clear,no,63.0,30.75,2024-08-11 21:00:00,2024-08-12 00:24:00,2024-08-12 01:07:12,1,delivered,4,507.25
SHP-17873,7873.0,fedex,electronics,van,standard,east,WH_KOLKATA_E,hot,no,201.7,4.36,2024-08-12 00:00:00,2024-08-12 06:28:48,2024-08-12 08:02:24,1,delivered,5,1021.58
SHP-17874,7874.0,dhl,furniture,bike,two day,central,WH_NAGPUR_C,stormy,no,3.6,47.82,2024-08-13 03:00:00,2024-08-13 05:04:48,2024-08-13 05:16:12,1,delivered,3,148.96
SHP-17875,7875.0,ekart,groceries,scooter,express,central,WH_NAGPUR_C,stormy,yes,194.7,44.97,2024-08-14 06:00:00,2024-08-14 12:19:48,2024-08-15 08:33:36,0,failed,1,1158.41
SHP-17876,7876.0,shadowfax,automobile parts,ev bike,two day,south,WH_BLR_S,hot,no,163.5,30.53,2024-08-15 09:00:00,2024-08-15 14:37:48,2024-08-15 14:38:24,1,delivered,3,909.09
SHP-17877,7877.0,dhl,automobile parts,truck,standard,south,WH_BLR_S,cold,no,157.5,32.06,2024-08-16 12:00:00,2024-08-16 17:30:00,2024-08-16 16:30:36,1,delivered,3,883.68
